Notes,Year,Year Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,1990,1990,Convulsions,780.3,684,248922111,0.3
,1990,1990,Sleep disturbances,780.5,1,248922111,0.0 (Unreliable)
,1990,1990,Fever,780.6,35,248922111,0
,1990,1990,Malaise and fatigue,780.7,8,248922111,0.0 (Unreliable)
,1990,1990,Other general symptoms,780.9,2,248922111,0.0 (Unreliable)
,1990,1990,Abnormal involuntary movements,781,1,248922111,0.0 (Unreliable)
,1990,1990,Abnormality of gait,781.2,1,248922111,0.0 (Unreliable)
,1990,1990,Lack of coordination,781.3,3,248922111,0.0 (Unreliable)
,1990,1990,Other symptoms involving nervous and musculoskeletal systems,781.9,18,248922111,0.0 (Unreliable)
,1990,1990,Edema,782.3,2,248922111,0.0 (Unreliable)
,1990,1990,"Jaundice, unspecified, not of newborn",782.4,3,248922111,0.0 (Unreliable)
,1990,1990,Cyanosis,782.5,1,248922111,0.0 (Unreliable)
,1990,1990,Spontaneous ecchymoses,782.7,2,248922111,0.0 (Unreliable)
,1990,1990,Anorexia,783,12,248922111,0.0 (Unreliable)
,1990,1990,Abnormal loss of weight and underweight,783.2,1,248922111,0.0 (Unreliable)
,1990,1990,Feeding difficulties and mismanagement,783.3,1,248922111,0.0 (Unreliable)
,1990,1990,Lack of expected normal physiological development in childhood,783.4,13,248922111,0.0 (Unreliable)
,1990,1990,"Other symptoms concerning nutrition, metabolism, and development",783.9,2,248922111,0.0 (Unreliable)
,1990,1990,Headache,784,1,248922111,0.0 (Unreliable)
,1990,1990,"Swelling, mass, or lump in head and neck",784.2,2,248922111,0.0 (Unreliable)
,1990,1990,Other speech disturbance,784.5,1,248922111,0.0 (Unreliable)
,1990,1990,Epistaxis,784.7,1,248922111,0.0 (Unreliable)
,1990,1990,"Tachycardia, unspecified",785,3,248922111,0.0 (Unreliable)
,1990,1990,Palpitations,785.1,1,248922111,0.0 (Unreliable)
,1990,1990,Undiagnosed cardiac murmurs,785.2,1,248922111,0.0 (Unreliable)
,1990,1990,Gangrene,785.4,69,248922111,0
,1990,1990,Shock without mention of trauma,785.5,873,248922111,0.4
,1990,1990,Enlargement of lymph nodes,785.6,4,248922111,0.0 (Unreliable)
,1990,1990,Dyspnea and respiratory abnormalities,786,90,248922111,0
,1990,1990,Hemoptysis,786.3,55,248922111,0
,1990,1990,Chest pain,786.5,3,248922111,0.0 (Unreliable)
,1990,1990,Nausea and vomiting,787,3,248922111,0.0 (Unreliable)
,1990,1990,Dysphagia,787.2,5,248922111,0.0 (Unreliable)
,1990,1990,"Flatulence, eructation, and gas pain",787.3,1,248922111,0.0 (Unreliable)
,1990,1990,Urinary incontinence,788.3,2,248922111,0.0 (Unreliable)
,1990,1990,Abdominal pain,789,39,248922111,0
,1990,1990,Hepatomegaly,789.1,1,248922111,0.0 (Unreliable)
,1990,1990,"Abdominal or pelvic swelling, mass, or lump",789.3,9,248922111,0.0 (Unreliable)
,1990,1990,Ascites,789.5,10,248922111,0.0 (Unreliable)
,1990,1990,Other symptoms involving abdomen and pelvis,789.9,16,248922111,0.0 (Unreliable)
,1990,1990,Excessive blood level of alcohol,790.3,15,248922111,0.0 (Unreliable)
,1990,1990,Other abnormal blood chemistry,790.6,2,248922111,0.0 (Unreliable)
,1990,1990,Bacteremia,790.7,17,248922111,0.0 (Unreliable)
,1990,1990,"Viremia, unspecified",790.8,5,248922111,0.0 (Unreliable)
,1990,1990,Other nonspecific findings on examination of urine,791.9,4,248922111,0.0 (Unreliable)
,1990,1990,Nonspecific abnormal papanicolaou smear of cervix,795,1,248922111,0.0 (Unreliable)
,1990,1990,Nonspecific abnormal papanicolaou smear of other site,795.1,4,248922111,0.0 (Unreliable)
,1990,1990,Abnormal reflex,796.1,1,248922111,0.0 (Unreliable)
,1990,1990,Senility without mention of psychosis,797,1308,248922111,0.5
,1990,1990,Sudden infant death syndrome - SIDS,798,5417,248922111,2.2
,1990,1990,Instantaneous death,798.1,302,248922111,0.1
,1990,1990,"Death occurring in less than 24 hours from onset of symptoms, not otherwise explained",798.2,1,248922111,0.0 (Unreliable)
,1990,1990,Unattended death,798.9,33,248922111,0
,1990,1990,Asphyxia,799,48,248922111,0
,1990,1990,Respiratory arrest,799.1,2297,248922111,0.9
,1990,1990,"Debility, unspecified",799.3,21,248922111,0
,1990,1990,Cachexia,799.4,45,248922111,0
,1990,1990,Other ill-defined conditions,799.8,159,248922111,0.1
,1990,1990,Other unknown and unspecified cause,799.9,12442,248922111,5
,1990,1990,Railway employee,E800.0,8,248922111,0.0 (Unreliable)
,1990,1990,Passenger on railway,E800.1,2,248922111,0.0 (Unreliable)
,1990,1990,Pedestrian,E801.2,1,248922111,0.0 (Unreliable)
,1990,1990,Pedal cyclist,E801.3,5,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E801.9,1,248922111,0.0 (Unreliable)
,1990,1990,Passenger on railway,E802.1,2,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E802.8,1,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E802.9,2,248922111,0.0 (Unreliable)
,1990,1990,Railway employee,E803.0,2,248922111,0.0 (Unreliable)
,1990,1990,Railway employee,E804.0,1,248922111,0.0 (Unreliable)
,1990,1990,Passenger on railway,E804.1,1,248922111,0.0 (Unreliable)
,1990,1990,Pedestrian,E804.2,1,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E804.8,4,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E804.9,18,248922111,0.0 (Unreliable)
,1990,1990,Railway employee,E805.0,9,248922111,0.0 (Unreliable)
,1990,1990,Passenger on railway,E805.1,3,248922111,0.0 (Unreliable)
,1990,1990,Pedestrian,E805.2,540,248922111,0.2
,1990,1990,Pedal cyclist,E805.3,3,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E805.8,3,248922111,0.0 (Unreliable)
,1990,1990,Hit by rolling stock unspecified person,E805.9,41,248922111,0
,1990,1990,Passenger on railway,E806.1,1,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E806.8,1,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E806.9,2,248922111,0.0 (Unreliable)
,1990,1990,Railway employee,E807.0,1,248922111,0.0 (Unreliable)
,1990,1990,Pedestrian,E807.2,1,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E807.8,1,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E807.9,8,248922111,0.0 (Unreliable)
,1990,1990,Driver of motor vehicle other than motorcycle,E810.0,319,248922111,0.1
,1990,1990,Passenger in motor vehicle other than motorcycle,E810.1,146,248922111,0.1
,1990,1990,Motorcyclist,E810.2,7,248922111,0.0 (Unreliable)
,1990,1990,Pedestrian,E810.7,2,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E810.8,5,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E810.9,144,248922111,0.1
,1990,1990,Driver of motor vehicle other than moto,E811.0,17,248922111,0.0 (Unreliable)
,1990,1990,Passenger in motor vehicle other than m,E811.1,5,248922111,0.0 (Unreliable)
,1990,1990,Driver of motor vehicle other than motorcycle,E812.0,9070,248922111,3.6
,1990,1990,Passenger in motor vehicle other than motorcycle,E812.1,4493,248922111,1.8
,1990,1990,Motorcyclist,E812.2,1255,248922111,0.5
,1990,1990,Passenger on motorcycle,E812.3,145,248922111,0.1
,1990,1990,Pedal cyclist,E812.6,2,248922111,0.0 (Unreliable)
,1990,1990,Pedestrian,E812.7,7,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E812.8,7,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E812.9,2296,248922111,0.9
,1990,1990,Driver of motor vehicle other than motorcycle,E813.0,5,248922111,0.0 (Unreliable)
,1990,1990,Passenger in motor vehicle other than motorcycle,E813.1,1,248922111,0.0 (Unreliable)
,1990,1990,Motorcyclist,E813.2,5,248922111,0.0 (Unreliable)
,1990,1990,Rider of animal; occupant of animal-drawn vehicle,E813.5,3,248922111,0.0 (Unreliable)
,1990,1990,Pedal cyclist,E813.6,800,248922111,0.3
,1990,1990,Pedestrian,E813.7,2,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E813.8,8,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E813.9,14,248922111,0.0 (Unreliable)
,1990,1990,Driver of motor vehicle other than motorcycle,E814.0,3,248922111,0.0 (Unreliable)
,1990,1990,Passenger in motor vehicle other than motorcycle,E814.1,1,248922111,0.0 (Unreliable)
,1990,1990,Motorcyclist,E814.2,2,248922111,0.0 (Unreliable)
,1990,1990,Passenger on motorcycle,E814.3,1,248922111,0.0 (Unreliable)
,1990,1990,Rider of animal; occupant of animal-drawn vehicle,E814.5,2,248922111,0.0 (Unreliable)
,1990,1990,Pedal cyclist,E814.6,7,248922111,0.0 (Unreliable)
,1990,1990,Pedestrian,E814.7,6779,248922111,2.7
,1990,1990,Unspecified person,E814.9,5,248922111,0.0 (Unreliable)
,1990,1990,Driver of motor vehicle other than motorcycle,E815.0,3667,248922111,1.5
,1990,1990,Passenger in motor vehicle other than motorcycle,E815.1,1508,248922111,0.6
,1990,1990,Motorcyclist,E815.2,516,248922111,0.2
,1990,1990,Passenger on motorcycle,E815.3,47,248922111,0
,1990,1990,Pedal cyclist,E815.6,2,248922111,0.0 (Unreliable)
,1990,1990,Pedestrian,E815.7,1,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E815.9,791,248922111,0.3
,1990,1990,Driver of motor vehicle other than motor,E816.0,4266,248922111,1.7
,1990,1990,Passenger in motor vehicle other than mo,E816.1,1828,248922111,0.7
,1990,1990,Motorcyclist,E816.2,388,248922111,0.2
,1990,1990,Passenger on motorcycle,E816.3,35,248922111,0
,1990,1990,Occupant of streetcar,E816.4,1,248922111,0.0 (Unreliable)
,1990,1990,Pedal cyclist,E816.6,1,248922111,0.0 (Unreliable)
,1990,1990,Pedestrian,E816.7,3,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E816.8,2,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E816.9,1101,248922111,0.4
,1990,1990,Driver of motor vehicle other than motorcycle,E817.0,1,248922111,0.0 (Unreliable)
,1990,1990,Passenger in motor vehicle other than motorcycle,E817.1,2,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E817.9,10,248922111,0.0 (Unreliable)
,1990,1990,Driver of motor vehicle other than motorcycle,E818.0,154,248922111,0.1
,1990,1990,Passenger in motor vehicle other than motorcycle,E818.1,351,248922111,0.1
,1990,1990,Motorcyclist,E818.2,21,248922111,0
,1990,1990,Passenger on motorcycle,E818.3,13,248922111,0.0 (Unreliable)
,1990,1990,Pedal cyclist,E818.6,1,248922111,0.0 (Unreliable)
,1990,1990,Pedestrian,E818.7,8,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E818.8,8,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E818.9,398,248922111,0.2
,1990,1990,Driver of motor vehicle other than motorcycle,E819.0,1128,248922111,0.5
,1990,1990,Passenger in motor vehicle other than motorcycle,E819.1,760,248922111,0.3
,1990,1990,Motorcyclist,E819.2,146,248922111,0.1
,1990,1990,Passenger on motorcycle,E819.3,19,248922111,0.0 (Unreliable)
,1990,1990,Pedal cyclist,E819.6,1,248922111,0.0 (Unreliable)
,1990,1990,Pedestrian,E819.7,2,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E819.8,1,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E819.9,3088,248922111,1.2
,1990,1990,Driver of motor vehicle other than motorcycle,E820.0,17,248922111,0.0 (Unreliable)
,1990,1990,Passenger in motor vehicle other than motorcycle,E820.1,6,248922111,0.0 (Unreliable)
,1990,1990,Pedestrian,E820.7,1,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E820.8,2,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E820.9,38,248922111,0
,1990,1990,Driver of motor vehicle other than motorcycle,E821.0,79,248922111,0
,1990,1990,Passenger in motor vehicle other than motorcycle,E821.1,16,248922111,0.0 (Unreliable)
,1990,1990,Motorcyclist,E821.2,6,248922111,0.0 (Unreliable)
,1990,1990,Pedestrian,E821.7,7,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E821.8,6,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E821.9,74,248922111,0
,1990,1990,Driver of motor vehicle other than motorcycle,E822.0,15,248922111,0.0 (Unreliable)
,1990,1990,Passenger in motor vehicle other than motorcycle,E822.1,5,248922111,0.0 (Unreliable)
,1990,1990,Motorcyclist,E822.2,6,248922111,0.0 (Unreliable)
,1990,1990,Rider of animal; occupant of animal-drawn vehicle,E822.5,1,248922111,0.0 (Unreliable)
,1990,1990,Pedal cyclist,E822.6,9,248922111,0.0 (Unreliable)
,1990,1990,Pedestrian,E822.7,367,248922111,0.1
,1990,1990,Other specified person,E822.8,3,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E822.9,14,248922111,0.0 (Unreliable)
,1990,1990,Driver of motor vehicle other than motorcycle,E823.0,29,248922111,0
,1990,1990,Passenger in motor vehicle other than motorcy,E823.1,5,248922111,0.0 (Unreliable)
,1990,1990,Motorcyclist,E823.2,16,248922111,0.0 (Unreliable)
,1990,1990,Passenger on motorcycle,E823.3,1,248922111,0.0 (Unreliable)
,1990,1990,Pedestrian,E823.7,4,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E823.8,2,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E823.9,18,248922111,0.0 (Unreliable)
,1990,1990,Driver of motor vehicle other than motorcycle,E824.0,4,248922111,0.0 (Unreliable)
,1990,1990,Passenger in motor vehicle other than motorcycle,E824.1,2,248922111,0.0 (Unreliable)
,1990,1990,Pedal cyclist,E824.6,1,248922111,0.0 (Unreliable)
,1990,1990,Pedestrian,E824.7,1,248922111,0.0 (Unreliable)
,1990,1990,Ting unspecified person,E824.9,10,248922111,0.0 (Unreliable)
,1990,1990,Driver of motor vehicle other than motorcycle,E825.0,43,248922111,0
,1990,1990,Passenger in motor vehicle other than motorcycle,E825.1,31,248922111,0
,1990,1990,Motorcyclist,E825.2,14,248922111,0.0 (Unreliable)
,1990,1990,Occupant of streetcar,E825.4,1,248922111,0.0 (Unreliable)
,1990,1990,Pedestrian,E825.7,21,248922111,0
,1990,1990,Other specified person,E825.8,5,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E825.9,107,248922111,0
,1990,1990,Pedestrian,E826.0,6,248922111,0.0 (Unreliable)
,1990,1990,Pedal cyclist,E826.1,84,248922111,0
,1990,1990,Other specified person,E826.8,1,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E826.9,11,248922111,0.0 (Unreliable)
,1990,1990,Rider of animal,E827.2,1,248922111,0.0 (Unreliable)
,1990,1990,Occupant of animal-drawn vehicle,E827.3,4,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E827.9,1,248922111,0.0 (Unreliable)
,1990,1990,Rider of animal,E828.2,104,248922111,0
,1990,1990,Unspecified person,E828.9,5,248922111,0.0 (Unreliable)
,1990,1990,Pedestrian,E829.0,2,248922111,0.0 (Unreliable)
,1990,1990,Pedal cyclist,E829.1,1,248922111,0.0 (Unreliable)
,1990,1990,"Occupant of small boat, unpowered",E830.0,55,248922111,0
,1990,1990,"Occupant of small boat, powered",E830.1,71,248922111,0
,1990,1990,Occupant of other watercraft - crew,E830.2,26,248922111,0
,1990,1990,Occupant of other watercraft - other than crew,E830.3,4,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E830.8,3,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E830.9,155,248922111,0.1
,1990,1990,"Occupant of small boat, unpowered",E831.0,4,248922111,0.0 (Unreliable)
,1990,1990,"Occupant of small boat, powered",E831.1,30,248922111,0
,1990,1990,Occupant of other watercraft - crew,E831.2,2,248922111,0.0 (Unreliable)
,1990,1990,Water skier,E831.4,2,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E831.8,4,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E831.9,34,248922111,0
,1990,1990,"Occupant of small boat, unpowered",E832.0,65,248922111,0
,1990,1990,"Occupant of small boat, powered",E832.1,44,248922111,0
,1990,1990,Occupant of other watercraft - crew,E832.2,16,248922111,0.0 (Unreliable)
,1990,1990,Occupant of other watercraft - other than crew,E832.3,5,248922111,0.0 (Unreliable)
,1990,1990,Swimmer,E832.5,1,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E832.8,6,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E832.9,255,248922111,0.1
,1990,1990,Unspecified person,E833.9,1,248922111,0.0 (Unreliable)
,1990,1990,"Occupant of small boat, unpowered",E834.0,1,248922111,0.0 (Unreliable)
,1990,1990,Occupant of other watercraft - crew,E834.2,3,248922111,0.0 (Unreliable)
,1990,1990,Occupant of other watercraft - other than crew,E834.3,1,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E834.9,2,248922111,0.0 (Unreliable)
,1990,1990,"Occupant of small boat, powered",E835.1,3,248922111,0.0 (Unreliable)
,1990,1990,Occupant of other watercraft - crew,E835.2,1,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E835.8,1,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E835.9,4,248922111,0.0 (Unreliable)
,1990,1990,"Occupant of small boat, powered",E836.1,1,248922111,0.0 (Unreliable)
,1990,1990,Occupant of other watercraft - crew,E836.2,3,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E836.8,1,248922111,0.0 (Unreliable)
,1990,1990,"Occupant of small boat, powered",E837.1,1,248922111,0.0 (Unreliable)
,1990,1990,Occupant of other watercraft - crew,E837.2,3,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E837.8,1,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E837.9,3,248922111,0.0 (Unreliable)
,1990,1990,"Occupant of small boat, unpowered",E838.0,3,248922111,0.0 (Unreliable)
,1990,1990,"Occupant of small boat, powered",E838.1,16,248922111,0.0 (Unreliable)
,1990,1990,Occupant of other watercraft - crew,E838.2,6,248922111,0.0 (Unreliable)
,1990,1990,Occupant of other watercraft - other than crew,E838.3,4,248922111,0.0 (Unreliable)
,1990,1990,Water skier,E838.4,10,248922111,0.0 (Unreliable)
,1990,1990,Swimmer,E838.5,2,248922111,0.0 (Unreliable)
,1990,1990,"Dockers, stevedores",E838.6,1,248922111,0.0 (Unreliable)
,1990,1990,Other specified person,E838.8,2,248922111,0.0 (Unreliable)
,1990,1990,Unspecified person,E838.9,67,248922111,0
,1990,1990,"Occupant of military aircraft, any",E840.1,3,248922111,0.0 (Unreliable)
,1990,1990,Crew of commercial aircraft (powered) in surface to surface transport,E840.2,9,248922111,0.0 (Unreliable)
,1990,1990,Other occupant of commercial aircraft (powered) in surface to surface transpo,E840.3,15,248922111,0.0 (Unreliable)
,1990,1990,Occupant of commercial aircraft (powered) in surface to air transport,E840.4,3,248922111,0.0 (Unreliable)
,1990,1990,Occupant of other powered aircraft,E840.5,57,248922111,0
,1990,1990,"Occupant of unpowered aircraft, except parachutist",E840.6,1,248922111,0.0 (Unreliable)
,1990,1990,Other person,E840.9,1,248922111,0.0 (Unreliable)
,1990,1990,Occupant of spacecraft,E841.0,1,248922111,0.0 (Unreliable)
,1990,1990,"Occupant of military aircraft, any",E841.1,32,248922111,0
,1990,1990,Crew of commercial aircraft (powered) in surface to surface transport,E841.2,68,248922111,0
,1990,1990,Other occupant of commercial aircraft (powered) in surface to surface transp,E841.3,399,248922111,0.2
,1990,1990,Occupant of commercial aircraft (powered) in surface to air transport,E841.4,9,248922111,0.0 (Unreliable)
,1990,1990,Occupant of other powered aircraft,E841.5,264,248922111,0.1
,1990,1990,Other person,E841.9,23,248922111,0
,1990,1990,Occupant of other powered aircraft,E842.5,1,248922111,0.0 (Unreliable)
,1990,1990,"Occupant of unpowered aircraft, except parachutist",E842.6,20,248922111,0
,1990,1990,Other person,E842.9,1,248922111,0.0 (Unreliable)
,1990,1990,Parachutist (military) (other),E843.7,1,248922111,0.0 (Unreliable)
,1990,1990,"Occupant of military aircraft, any",E844.1,2,248922111,0.0 (Unreliable)
,1990,1990,Parachutist (military) (other),E844.7,25,248922111,0
,1990,1990,"Ground crew, airline employee",E844.8,1,248922111,0.0 (Unreliable)
,1990,1990,Other person,E844.9,5,248922111,0.0 (Unreliable)
,1990,1990,Accidents involving powered vehicles used solely within the buildings and premises of industrial or commercial establishment,E846,10,248922111,0.0 (Unreliable)
,1990,1990,"Accidents involving other vehicles, not elsewhere classifiable",E848,35,248922111,0
,1990,1990,Opiates and related narcotics,E850.0,931,248922111,0.4
,1990,1990,Salicylates,E850.1,44,248922111,0
,1990,1990,"Aromatic analgesics, not elsewhere classified",E850.2,65,248922111,0
,1990,1990,Antirheumatics (antiphlogistics),E850.4,4,248922111,0.0 (Unreliable)
,1990,1990,Other non-narcotic analgesics,E850.5,88,248922111,0
,1990,1990,Other,E850.8,145,248922111,0.1
,1990,1990,Unspecified,E850.9,1,248922111,0.0 (Unreliable)
,1990,1990,Accidental poisoning by barbiturates,E851,22,248922111,0
,1990,1990,Chloral hydrate group,E852.0,2,248922111,0.0 (Unreliable)
,1990,1990,Glutethimide group,E852.4,1,248922111,0.0 (Unreliable)
,1990,1990,"Mixed sedatives, not elsewhere classified",E852.5,16,248922111,0.0 (Unreliable)
,1990,1990,Other specified sedatives and hypnotics,E852.8,5,248922111,0.0 (Unreliable)
,1990,1990,Unspecified sedative or hypnotic,E852.9,2,248922111,0.0 (Unreliable)
,1990,1990,Phenothiazine-based tranquilizers,E853.0,15,248922111,0.0 (Unreliable)
,1990,1990,Butyrophenone-based tranquilizers,E853.1,1,248922111,0.0 (Unreliable)
,1990,1990,Benzodiazepine-based tranquilizers,E853.2,38,248922111,0
,1990,1990,Other specified tranquilizers,E853.8,9,248922111,0.0 (Unreliable)
,1990,1990,Unspecified tranquilizer,E853.9,4,248922111,0.0 (Unreliable)
,1990,1990,Antidepressants,E854.0,142,248922111,0.1
,1990,1990,Psychodysleptics (hallucinogens),E854.1,3,248922111,0.0 (Unreliable)
,1990,1990,Psychostimulants,E854.2,71,248922111,0
,1990,1990,Central nervous system stimulants,E854.3,1,248922111,0.0 (Unreliable)
,1990,1990,Anticonvulsant and anti-parkinsonism drugs,E855.0,26,248922111,0
,1990,1990,Other central nervous system depressants,E855.1,37,248922111,0
,1990,1990,Local anesthetics,E855.2,743,248922111,0.3
,1990,1990,Parasympatholytics (anticholinergics and antimuscarinics) and spasmolytics,E855.4,1,248922111,0.0 (Unreliable)
,1990,1990,Sympathomimetics (adrenergics),E855.5,2,248922111,0.0 (Unreliable)
,1990,1990,Other specified drugs acting on central and autonomic nervous systems,E855.8,12,248922111,0.0 (Unreliable)
,1990,1990,Accidental poisoning by antibiotics,E856,51,248922111,0
,1990,1990,Accidental poisoning by other anti-infectives,E857,7,248922111,0.0 (Unreliable)
,1990,1990,Hormones and synthetic substitutes,E858.0,20,248922111,0
,1990,1990,Primarily systemic agents,E858.1,30,248922111,0
,1990,1990,Agents primarily affecting blood constituents,E858.2,35,248922111,0
,1990,1990,Agents primarily affecting cardiovascular system,E858.3,257,248922111,0.1
,1990,1990,Agents primarily affecting gastrointestinal system,E858.4,3,248922111,0.0 (Unreliable)
,1990,1990,"Water, mineral, and uric acid metabolism drugs",E858.5,112,248922111,0
,1990,1990,Agents primarily acting on the smooth and skeletal muscles and respiratory system,E858.6,14,248922111,0.0 (Unreliable)
,1990,1990,"Agents primarily affecting skin and mucous membrane, ophthalmological, otorhinolaryngological, and dental drugs",E858.7,4,248922111,0.0 (Unreliable)
,1990,1990,Other specified drugs,E858.8,796,248922111,0.3
,1990,1990,Unspecified drugs,E858.9,746,248922111,0.3
,1990,1990,Alcoholic beverages,E860.0,11,248922111,0.0 (Unreliable)
,1990,1990,Other and unspecified ethyl alcohol and its products,E860.1,168,248922111,0.1
,1990,1990,Methyl alcohol,E860.2,23,248922111,0
,1990,1990,Isopropyl alcohol,E860.3,20,248922111,0
,1990,1990,Other specified alcohols,E860.8,3,248922111,0.0 (Unreliable)
,1990,1990,Unspecified alcohol,E860.9,144,248922111,0.1
,1990,1990,Synthetic detergents and shampoos,E861.0,2,248922111,0.0 (Unreliable)
,1990,1990,Soap products,E861.1,1,248922111,0.0 (Unreliable)
,1990,1990,Polishes,E861.2,3,248922111,0.0 (Unreliable)
,1990,1990,Other cleansing and polishing agents,E861.3,4,248922111,0.0 (Unreliable)
,1990,1990,Disinfectants,E861.4,4,248922111,0.0 (Unreliable)
,1990,1990,Other paints and varnishes,E861.6,1,248922111,0.0 (Unreliable)
,1990,1990,Petroleum solvents,E862.0,1,248922111,0.0 (Unreliable)
,1990,1990,Petroleum fuels and cleaners,E862.1,10,248922111,0.0 (Unreliable)
,1990,1990,Other specified solvents,E862.4,66,248922111,0
,1990,1990,Unspecified solvent,E862.9,3,248922111,0.0 (Unreliable)
,1990,1990,Insecticides of organophosphorus compounds,E863.1,4,248922111,0.0 (Unreliable)
,1990,1990,Herbicides,E863.5,1,248922111,0.0 (Unreliable)
,1990,1990,Rodenticides,E863.7,2,248922111,0.0 (Unreliable)
,1990,1990,Fumigants,E863.8,1,248922111,0.0 (Unreliable)
,1990,1990,Other and unspecified,E863.9,2,248922111,0.0 (Unreliable)
,1990,1990,Corrosive aromatics,E864.0,2,248922111,0.0 (Unreliable)
,1990,1990,Acids,E864.1,4,248922111,0.0 (Unreliable)
,1990,1990,Caustic alkalis,E864.2,2,248922111,0.0 (Unreliable)
,1990,1990,Other specified corrosives and caustics,E864.3,2,248922111,0.0 (Unreliable)
,1990,1990,Unspecified corrosives and caustics,E864.4,2,248922111,0.0 (Unreliable)
,1990,1990,Shellfish,E865.1,1,248922111,0.0 (Unreliable)
,1990,1990,Other specified plants,E865.4,3,248922111,0.0 (Unreliable)
,1990,1990,Mushrooms and other fungi,E865.5,1,248922111,0.0 (Unreliable)
,1990,1990,Other specified foods,E865.8,1,248922111,0.0 (Unreliable)
,1990,1990,Unspecified foodstuff or poisonous plant,E865.9,6,248922111,0.0 (Unreliable)
,1990,1990,Lead and its compounds and fumes,E866.0,4,248922111,0.0 (Unreliable)
,1990,1990,Arsenic and its compounds and fumes,E866.3,1,248922111,0.0 (Unreliable)
,1990,1990,Other metals and their compounds and fumes,E866.4,22,248922111,0
,1990,1990,Glues and adhesives,E866.6,1,248922111,0.0 (Unreliable)
,1990,1990,Other specified solid or liquid substances,E866.8,13,248922111,0.0 (Unreliable)
,1990,1990,Unspecified solid or liquid substance,E866.9,10,248922111,0.0 (Unreliable)
,1990,1990,Accidental poisoning by gas distributed by pipeline,E867,33,248922111,0
,1990,1990,Liquefied petroleum gas distributed in mobile containers,E868.0,54,248922111,0
,1990,1990,Other and unspecified utility gas,E868.1,16,248922111,0.0 (Unreliable)
,1990,1990,Motor vehicle exhaust gas,E868.2,293,248922111,0.1
,1990,1990,Carbon monoxide from incomplete combustion of other domestic fuels,E868.3,85,248922111,0
,1990,1990,Carbon monoxide from other sources,E868.8,11,248922111,0.0 (Unreliable)
,1990,1990,Unspecified carbon monoxide,E868.9,123,248922111,0
,1990,1990,Nitrogen oxides,E869.0,6,248922111,0.0 (Unreliable)
,1990,1990,Freon,E869.2,21,248922111,0
,1990,1990,Lacrimogenic gas (tear gas),E869.3,2,248922111,0.0 (Unreliable)
,1990,1990,Other specified gases and vapors,E869.8,95,248922111,0
,1990,1990,Unspecified gases and vapors,E869.9,9,248922111,0.0 (Unreliable)
,1990,1990,Surgical operation,E870.0,160,248922111,0.1
,1990,1990,Infusion or transfusion,E870.1,2,248922111,0.0 (Unreliable)
